"Category","Name","Manufacturer","Scheme","Assurance Level","Protection Profile(s)","Certification Date","Archived Date","Certification Report URL","Security Target URL","Maintenance Date","Maintenance Title","Maintenance Report","Maintenance ST"
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Athena IDProtect Duo v5 avec application IASECC en configuration ICAO EAC sur composantAT90SC28880RCFV","Athena Smartcard Solutions Inc. / Inside Secure S.A.","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","MRTD-PP_V1.10","06/11/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC_2013-37fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-cible_2013-37en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Kona102 ePassport [BAC configuration], Version 1 Revision 1 Update(patch) 2","KONA I Co., Ltd.","ES","EAL4+,ALC_DVS.2","MRTD_ICAO_BA_V1.10","06/10/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/2012-08-INF-1198.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/(SP-02-18)Kona102 ePassport BAC Security Target Lite.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Kona102 ePassport [EAC configuration], Version 1 Revision 1 Update(patch) 2","KONA I Co., Ltd.","ES","EAL5+,ALC_DVS.2,AVA_VAN.5","MRTD-PP_V1.10","06/10/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/2012-09-INF-1200.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/(SP-02-19)Kona102 ePassport EAC Security Target Lite.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Microcontrôleur sécurisé ST31-K330A révision E pourversion contact seulement, incluant optionnellement lalibrairie cryptographique Neslib révision 3.2","STMicroelectronics S.A.","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","SECURITY_IC_V1.0","05/30/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-2013_24.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-cible_2013-24en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Microcontrôleurs SAMSUNG S3FT9PF, S3FT9PT etS3FT9PS Revision 0 embarquant la bibliothèqueRSA/ECC optionnelle TORNADO 2MX2 v2.4","Samsung Electronics Co., Ltd.","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","SECURITY_IC_V1.0","05/30/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC_2013-23fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-cible_2013-23en.pdf","11/20/2014","ANSSI-CC-2014/20-M01","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-2014-20-M01.pdf",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Microcontrôleurs SAMSUNG S3FT9PF, S3FT9PT etS3FT9PS Revision 0 embarquant la bibliothèqueRSA/ECC optionnelle TORNADO 2MX2 v2.4","Samsung Electronics Co., Ltd.","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","SECURITY_IC_V1.0","05/30/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC_2013-23fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-cible_2013-23en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Carte Mobile PayPass 1.0 sur plateforme UpTeq NFC2.0.4_OFM sur composant ST33F1ME(S1109398/T1020364, version B)","Gemalto / STMicroelectronics","FR","EAL4+,ALC_DVS.2,AVA_VAN.5","","05/29/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC_2013-27fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-cible_2013-27en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Carte Upteq NFC 2.0.4_OFM release B sur composant ST33F1ME (T1020364, release B)","Gemalto / STMicroelectronics","FR","EAL4+,ALC_DVS.2,AVA_VAN.5","ANSSI-CC-PP-2010-04","05/29/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC_2013-28fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-cible_2013-28en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Carte VITALE 2 - Application ADELE : ComposantAT90SC24036RCV masqué par le logiciel SESAMVITALE v1.0.1 avec correctif version 1","MORPHO/Inside Secure","FR","EAL4+,ALC_DVS.2,AVA_VAN.5","PP_EMBEDDED_SOFTWARE_V1.0,SSCD_TYPE2_V1.04,SSCD_TYPE3_V1.05","05/22/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC_2013-15fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-cible_2013-15en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Carte VITALE 2 - Application VITALE : ComposantAT90SC24036RCV masqué par le logiciel SESAMVITALE v1.0.1 avec correctif version 1","MORPHO/Inside Secure","FR","EAL4+,ALC_DVS.2,AVA_VAN.5,ALC_DVS.2","ANSSI-CC-PP-2010-03,SSCD_TYPE2_V1.04,SSCD_TYPE3_V1.05","05/22/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC_2013-14fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-cible_2013-14en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","FeliCa Contactless Smartcard IC RC-SA04/1 Series, version 1.0","Sony Corporation","NL","EAL6+,ASE_TSS.2","SECURITY_IC_V1.0","05/22/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/[CR] NSCIB-CC-13-37078-CR.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/[ST] A04-STP-E01-10.pdf","06/10/2016","FeliCa Contactless Smartcard IC RC-SA04/1 Series, version 1.0","http://www.commoncriteriaportal.org:80/files/epfiles/[MA] NSCIB-CC-13-37078-MA1.pdf",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","FeliCa Contactless Smartcard IC RC-SA04/1 Series, version 1.0","Sony Corporation","NL","EAL6+,ASE_TSS.2","SECURITY_IC_V1.0","05/22/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/[CR] NSCIB-CC-13-37078-CR.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/[ST] A04-STP-E01-10.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Application IAS Classic v3 sur plateforme Java Card enconfiguration ouverte de la carte à puce MultiApp ID V2.1masquée sur composant P5CC145V0A","Gemalto / NXP Semiconductors","FR","EAL4+,ALC_DVS.2,AVA_VAN.5","SSCD_TYPE2_V1.04,SSCD_TYPE3_V1.05","05/21/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC_2013-30fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-cible_2013-30en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Application IAS XL sur plateforme Java Card enconfiguration ouverte de la carte à puce MultiApp ID V2.1masquée sur composant P5CC145V0A","Gemalto / NXP Semiconductors","FR","EAL4+,ALC_DVS.2,AVA_VAN.5","S-B_PFW_HIU_V1.2,SSCD_TYPE2_V1.04,SSCD_TYPE3_V1.05","05/21/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC_2013-31fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-cible_2013-31en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","STARCOS 3.5 ID GCC C2","Giesecke &#38; Devrient GmbH","DE","EAL4+,ALC_DVS.2,ATE_DPT.2,AVA_VAN.5","PP_ID_CARD_V1.03","05/17/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/0751a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0751b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Plateforme Java Card en configuration ouverte de la carteà puce MultiApp ID V2.1 masquée sur composantP5CC145V0A","Gemalto / NXP Semiconductors","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","ANSSI-CC-PP-2010-03","05/15/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC_2013-29fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-cible_2013-29en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Application eTravel EAC v2.0 sur la carte à puce ferméeMultiApp V3 masquée sur le composant M7820 A11","Gemalto - Infineon Technologies AG","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","MRTD_SAC_PACEV2_V1.0","05/10/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/Rapport ANSSI-CC-2013_33fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/Cible ANSSI-CC-2013_33en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Application eTravel EAC v2.0, en configurationSAC, sur la carte à puce fermée MultiApp V3masquée sur le composant M7820 A11","Gemalto - Infineon Technologies AG","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","MRTD_SAC_PACEV2_V1.0","05/10/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/Rapport ANSSI-CC-2013_34fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/Cible ANSSI-CC-2013_34en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Application eTravel EAC v2.0, en configuration BAC,sur la carte à puce fermée MultiApp V3 masquée sur lecomposant M7820 A11","Gemalto - Infineon Technologies AG","FR","EAL4+,ALC_DVS.2","MRTD_ICAO_BA_V1.10","05/10/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/Rapport ANSSI-CC-2013_35fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/Cible ANSSI-CC-2013_35en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Plateforme Java Card en configuration ouverte dela carte à puce MultiApp V3 masquée sur lecomposant M7820 A11","Gemalto - Infineon Technologies AG","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","ANSSI-CC-PP-2001-03-M01","05/10/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/Rapport ANSSI-CC-2013_32fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/Cible ANSSI-CC-2013_32en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP Secure Smart Card Controller P60D024/016/012MVB including IC Dedicated Software with MIFARE Plus MF1PLUSx0","NXP Semiconductors Germany GmbH Business Line Identification","DE","EAL5+,ALC_DVS.2,ASE_TSS.2,AVA_VAN.5","SECURITY_IC_V1.0","05/06/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/0842a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0842b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Carte Mobile PayPass 1.0 sur plateforme UpTeq NFC2.0.4_FRA sur composant ST33F1ME - Configuration Bridge AEPM (S1109398/T1020452, version A)","Gemalto / STMicroelectronics","FR","EAL4+,ALC_DVS.2,AVA_VAN.5","","04/23/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-2013_19.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ST MPP 1.0 on UpTeq NFC2.0.4_FRA public_v1.01p.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Carte Upteq NFC 2.0.4_FRA release A sur composant ST33F1ME (T1020452, release A)","Gemalto / STMicroelectronics","FR","EAL4+,ALC_DVS.2,AVA_VAN.5","ANSSI-CC-PP-2010-05","04/23/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-2013-18corrige.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ST_D1266588_V11bp.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ST31-K330A Secure microcontroller revision F for Dualmode version (contact and contactless) or contactless-onlyversion, optionally including the NesLib cryptographiclibrary revision 3.2","STMicroelectronics S.A.","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","SECURITY_IC_V1.0","04/23/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-2013_25en.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ST_K330A_F_Public_Neslib3_2_v1_00.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP Secure Smart Card Controller P60D144/080MVA including IC Dedicated Software with MIFARE Plus MF1PLUSx0","NXP Semiconductors Germany GmbH Business Line Identification","DE","EAL5+,ALC_DVS.2,ASE_TSS.2,AVA_VAN.5","SECURITY_IC_V1.0","04/19/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/0840a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0840b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP Secure Smart Card Controllers P5CC008, P5CC012 V1A/V1A(s) each including IC Dedicated Software","NXP Semiconductors Germany GmbH Business Line Identification","DE","EAL5+,ALC_DVS.1,ASE_TSS.2,AVA_VAN.5","SECURITY_IC_V1.0","04/04/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/0855a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0855b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","JavaCard platform for smart card ID-One Cosmo V7.1-son component ST23YL80C (Standard)","Oberthur Technologies / STMicroelectronics","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","ANSSI-CC-PP-2010-03","03/29/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC_2013-09en.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-cible_2013-09en.pdf","05/13/2014","Rapport de maintenance
ANSSI-CC-2013/09-M01","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-2013_09-M01-Rapport de maintenance.pdf",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","JavaCard platform for smart card ID-One Cosmo V7.1-son component ST23YL80C (Standard)","Oberthur Technologies / STMicroelectronics","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","ANSSI-CC-PP-2010-03","03/29/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC_2013-09en.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-cible_2013-09en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","JavaCard platform for smart card ID-One Cosmo V7.1-son components ST23YR80B (Standard Dual) andST23YR48B (Basic Dual)","Oberthur Technologies / STMicroelectronics","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","ANSSI-CC-PP-2001-03-M01","03/29/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC_2013-16en.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-cible_2013-16en.pdf","05/13/2014","Rapport de maintenance
ANSSI-CC-2013/16-M01","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-2013_16-M01-Rapport de maintenance.pdf",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","JavaCard platform for smart card ID-One Cosmo V7.1-son components ST23YR80B (Standard Dual) andST23YR48B (Basic Dual)","Oberthur Technologies / STMicroelectronics","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","ANSSI-CC-PP-2001-03-M01","03/29/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC_2013-16en.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-cible_2013-16en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","JavaCard platform for smart card ID-One Cosmo V7.1-s on component ST23YL80C (Standard)","Oberthur Technologies / STMicroelectronics","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","ANSSI-CC-PP-2001-03-M01","03/29/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-2013-09en.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-cible_2013-09en.pdf","05/13/2014","ANSSI-CC-2013/09-M01","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-2013_09-M01-Rapport de maintenance.pdf",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","JavaCard platform for smart card ID-One Cosmo V7.1-s on component ST23YL80C (Standard)","Oberthur Technologies / STMicroelectronics","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","ANSSI-CC-PP-2001-03-M01","03/29/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-2013-09en.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-cible_2013-09en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","JavaCard platform for smart card ID-One Cosmo V7.1-s on components ST23YR80B (Standard Dual) and ST23YR48B (Basic Dual)","Oberthur Technologies / STMicroelectronics","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","ANSSI-CC-PP-2001-03-M01","03/29/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-2013-16en.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-cible_2013-16en.pdf","05/13/2014","ANSSI-CC-2013/16-M01","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-2013_16-M01-Rapport de maintenance.pdf",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","JavaCard platform for smart card ID-One Cosmo V7.1-s on components ST23YR80B (Standard Dual) and ST23YR48B (Basic Dual)","Oberthur Technologies / STMicroelectronics","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","ANSSI-CC-PP-2001-03-M01","03/29/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-2013-16en.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-cible_2013-16en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Memory Management Unit des microcontrôleurs SAMSUNG S3FT9KF/ S3FT9KT/ S3FT9KS en révision 1","Samsung Electronics Co., Ltd. / Trusted Labs","FR","EAL7","","03/29/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-2013_12_fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-cible2013_12.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Virtual Machine of ID Motion V1   G231 mask with AMD 122v1","Gemalto  / Trusted Labs","FR","EAL7","","03/29/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-2013_11_fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-cible-2013_11en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Virtual Machine of ID Motion V1  G230 mask with AMD 122v1","Gemalto  / Trusted Labs","FR","EAL7","","03/25/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-2013_10_fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-cible2013_10en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","TCOS Identity Card Version 1.0 Release 2/SLE78CLX1440P","T-Systems International GMBH","DE","EAL4+,ALC_DVS.2,ATE_DPT.2,AVA_VAN.5","PP_ID_CARD_V1.03","03/22/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/0818a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0818b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","TCOS Identity Card Version 1.1 Release 1/P60D144","T-Systems International GMBH","DE","EAL4+,ALC_DVS.2,ATE_DPT.2,AVA_VAN.5","PP_ID_CARD_V1.03","03/20/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/0817a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0817b_pdf.pdf","12/09/2014","TCOS Identity Card Version 1.1 Release 1/P60D144","http://www.commoncriteriaportal.org:80/files/epfiles/0817ma1a_pdf.pdf",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","TCOS Identity Card Version 1.1 Release 1/P60D144","T-Systems International GMBH","DE","EAL4+,ALC_DVS.2,ATE_DPT.2,AVA_VAN.5","PP_ID_CARD_V1.03","03/20/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/0817a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0817b_pdf.pdf","12/10/2014","TCOS Identity Card Version 1.1 Release 1-PI/P60D144","http://www.commoncriteriaportal.org:80/files/epfiles/0817ma2a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0817ma2b_pdf.pdf"
"ICs, Smart Cards and Smart Card-Related Devices and Systems","TCOS Identity Card Version 1.1 Release 1/P60D144","T-Systems International GMBH","DE","EAL4+,ALC_DVS.2,ATE_DPT.2,AVA_VAN.5","PP_ID_CARD_V1.03","03/20/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/0817a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0817b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","FeliCa Contactless Smartcard IC RC-SA01/1 Series and RC-SA01/2 Series, version 1.0","Sony Corporation","NL","EAL6+,ASE_TSS.2","SECURITY_IC_V1.0","03/19/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/[CR] NSCIB-CC-12-36329-CR.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/[ST] A01-STP-E01-10.pdf","05/21/2014","Felica Contactless Smartcard IC RC-SA01/1 Series and RC-SA01/2 Series, version 1.01","http://www.commoncriteriaportal.org:80/files/epfiles/Maintenance Report NSCIB-CC-12-36329-MA1.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/A01-STP-E01-11.pdf"
"ICs, Smart Cards and Smart Card-Related Devices and Systems","FeliCa Contactless Smartcard IC RC-SA01/1 Series and RC-SA01/2 Series, version 1.0","Sony Corporation","NL","EAL6+,ASE_TSS.2","SECURITY_IC_V1.0","03/19/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/[CR] NSCIB-CC-12-36329-CR.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/[ST] A01-STP-E01-10.pdf","06/10/2016","Felica Contactless Smartcard IC RC-SA01/1 Series and RC-SA01/2 Series, version 1.01","http://www.commoncriteriaportal.org:80/files/epfiles/[MA] NSCIB-CC-12-36329-MA2.pdf",""
